,Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
,Sodapop,1185732,13-10-2021,Midwest,Minnesota,Minneapolis,Diet Coke,$0.35 ,"2,000",$700 ,$210 ,30%
,Sodapop,1185732,13-10-2021,Midwest,Minnesota,Minneapolis,Sprite,$0.35 ,"1,000",$350 ,$105 ,30%
,Sodapop,1185732,13-10-2021,Midwest,Minnesota,Minneapolis,Fanta,$0.35 ,750,$263 ,$92 ,35%
,Sodapop,1185732,13-10-2021,Midwest,Minnesota,Minneapolis,Powerade,$0.45 ,750,$338 ,$101 ,30%
,Sodapop,1185732,13-10-2021,Midwest,Minnesota,Minneapolis,Dasani Water,$0.50 ,"2,000","$1,000 ",$450 ,45%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.50 ,"3,500","$1,750 ",$613 ,35%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Diet Coke,$0.40 ,"2,000",$800 ,$240 ,30%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Sprite,$0.40 ,"1,450",$580 ,$174 ,30%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Fanta,$0.40 ,"1,500",$600 ,$210 ,35%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Powerade,$0.55 ,"1,250",$688 ,$206 ,30%
,Sodapop,1185732,13-11-2021,Midwest,Minnesota,Minneapolis,Dasani Water,$0.60 ,"2,250","$1,350 ",$608 ,45%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.55 ,"4,750","$2,613 ",$914 ,35%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Diet Coke,$0.45 ,"2,750","$1,238 ",$371 ,30%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Sprite,$0.45 ,"2,250","$1,013 ",$304 ,30%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Fanta,$0.45 ,"1,750",$788 ,$276 ,35%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Powerade,$0.55 ,"1,750",$963 ,$289 ,30%
,Sodapop,1185732,12-12-2021,Midwest,Minnesota,Minneapolis,Dasani Water,$0.60 ,"2,750","$1,650 ",$743 ,45%
x,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Coca-Cola,$0.35 ,"4,750","$1,663 ",$748 ,45%
,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"4,750","$2,138 ",$641 ,30%
,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,750","$2,138 ",$962 ,45%
,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"3,250","$1,463 ",$585 ,40%
,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Powerade,$0.50 ,"2,750","$1,375 ",$825 ,60%
,DreamCo,1189833,17-01-2021,Midwest,Montana,Billings,Dasani Water,$0.45 ,"4,750","$2,138 ",$534 ,25%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Coca-Cola,$0.35 ,"5,250","$1,838 ",$827 ,45%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"4,250","$1,913 ",$574 ,30%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,500","$2,025 ",$911 ,45%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"3,000","$1,350 ",$540 ,40%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Powerade,$0.50 ,"2,250","$1,125 ",$675 ,60%
,DreamCo,1189833,17-02-2021,Midwest,Montana,Billings,Dasani Water,$0.45 ,"4,250","$1,913 ",$478 ,25%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Coca-Cola,$0.35 ,"5,750","$2,013 ",$906 ,45%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"4,250","$1,913 ",$574 ,30%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,250","$1,913 ",$861 ,45%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"3,250","$1,463 ",$585 ,40%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Powerade,$0.50 ,"2,000","$1,000 ",$600 ,60%
,DreamCo,1189833,16-03-2021,Midwest,Montana,Billings,Dasani Water,$0.45 ,"4,000","$1,800 ",$450 ,25%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Coca-Cola,$0.45 ,"5,750","$2,588 ","$1,164 ",45%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"3,750","$1,688 ",$506 ,30%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,000","$1,800 ",$810 ,45%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Fanta,$0.40 ,"3,000","$1,200 ",$480 ,40%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Powerade,$0.45 ,"2,000",$900 ,$540 ,60%
,DreamCo,1189833,17-04-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"3,750","$2,250 ",$563 ,25%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Coca-Cola,$0.40 ,"5,750","$2,300 ","$1,035 ",45%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"4,250","$1,913 ",$574 ,30%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,250","$1,913 ",$861 ,45%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Fanta,$0.40 ,"3,250","$1,300 ",$520 ,40%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Powerade,$0.45 ,"2,250","$1,013 ",$608 ,60%
,DreamCo,1189833,18-05-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,000","$2,400 ",$600 ,25%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Coca-Cola,$0.40 ,"6,750","$2,700 ","$1,215 ",45%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"5,250","$2,363 ",$709 ,30%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"5,500","$2,475 ","$1,114 ",45%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Fanta,$0.40 ,"4,250","$1,700 ",$680 ,40%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Powerade,$0.45 ,"3,000","$1,350 ",$810 ,60%
,DreamCo,1189833,17-06-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"6,000","$3,600 ",$900 ,25%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Coca-Cola,$0.40 ,"7,500","$3,000 ","$1,350 ",45%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"5,500","$2,475 ","$1,114 ",45%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Fanta,$0.40 ,"4,500","$1,800 ",$720 ,40%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Powerade,$0.45 ,"4,750","$2,138 ","$1,283 ",60%
,DreamCo,1189833,16-07-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,750","$2,850 ",$713 ,25%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Coca-Cola,$0.45 ,"6,750","$3,038 ","$1,367 ",45%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Diet Coke,$0.55 ,"6,250","$3,438 ","$1,031 ",30%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Sprite,$0.50 ,"5,000","$2,500 ","$1,125 ",45%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"4,250","$1,913 ",$765 ,40%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Powerade,$0.55 ,"4,250","$2,338 ","$1,403 ",60%
,DreamCo,1189833,17-08-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,000","$2,400 ",$600 ,25%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Coca-Cola,$0.45 ,"6,000","$2,700 ","$1,215 ",45%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Diet Coke,$0.50 ,"6,000","$3,000 ",$900 ,30%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,500","$2,025 ",$911 ,45%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"4,000","$1,800 ",$720 ,40%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Powerade,$0.55 ,"4,000","$2,200 ","$1,320 ",60%
,DreamCo,1189833,18-09-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,500","$2,700 ",$675 ,25%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Coca-Cola,$0.45 ,"5,500","$2,475 ","$1,114 ",45%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Diet Coke,$0.50 ,"5,500","$2,750 ",$825 ,30%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,000","$1,800 ",$810 ,45%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"3,750","$1,688 ",$675 ,40%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Powerade,$0.55 ,"3,500","$1,925 ","$1,155 ",60%
,DreamCo,1189833,17-10-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,000","$2,400 ",$600 ,25%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Coca-Cola,$0.40 ,"5,750","$2,300 ","$1,035 ",45%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Diet Coke,$0.45 ,"5,750","$2,588 ",$776 ,30%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Sprite,$0.40 ,"4,250","$1,700 ",$765 ,45%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Fanta,$0.40 ,"4,250","$1,700 ",$680 ,40%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Powerade,$0.55 ,"3,750","$2,063 ","$1,238 ",60%
,DreamCo,1189833,17-11-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"4,750","$2,850 ",$713 ,25%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Coca-Cola,$0.45 ,"6,750","$3,038 ","$1,367 ",45%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Diet Coke,$0.50 ,"6,750","$3,375 ","$1,013 ",30%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Sprite,$0.45 ,"4,750","$2,138 ",$962 ,45%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Fanta,$0.45 ,"4,750","$2,138 ",$855 ,40%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Powerade,$0.55 ,"4,000","$2,200 ","$1,320 ",60%
,DreamCo,1189833,16-12-2021,Midwest,Montana,Billings,Dasani Water,$0.60 ,"5,000","$3,000 ",$750 ,25%
x,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Coca-Cola,$0.20 ,"7,000","$1,400 ",$490 ,35%
,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Diet Coke,$0.30 ,"7,000","$2,100 ",$735 ,35%
,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Sprite,$0.30 ,"5,000","$1,500 ",$525 ,35%
,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Fanta,$0.35 ,"5,000","$1,750 ",$788 ,45%
,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Powerade,$0.40 ,"3,500","$1,400 ",$420 ,30%
,BevCo,1197831,04-01-2021,South,Tennessee,Knoxville,Dasani Water,$0.35 ,"5,000","$1,750 ",$875 ,50%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Coca-Cola,$0.25 ,"6,500","$1,625 ",$569 ,35%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Diet Coke,$0.35 ,"6,250","$2,188 ",$766 ,35%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Sprite,$0.35 ,"4,500","$1,575 ",$551 ,35%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Fanta,$0.35 ,"4,000","$1,400 ",$630 ,45%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Powerade,$0.40 ,"2,750","$1,100 ",$330 ,30%
,BevCo,1197831,03-02-2021,South,Tennessee,Knoxville,Dasani Water,$0.35 ,"4,750","$1,663 ",$831 ,50%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Coca-Cola,$0.30 ,"6,500","$1,950 ",$780 ,40%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Diet Coke,$0.40 ,"6,500","$2,600 ","$1,040 ",40%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Sprite,$0.30 ,"4,750","$1,425 ",$570 ,40%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Fanta,$0.35 ,"3,750","$1,313 ",$656 ,50%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Powerade,$0.40 ,"2,750","$1,100 ",$385 ,35%
,BevCo,1197831,05-03-2021,South,Tennessee,Knoxville,Dasani Water,$0.35 ,"4,250","$1,488 ",$818 ,55%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Coca-Cola,$0.20 ,"6,750","$1,350 ",$540 ,40%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Diet Coke,$0.25 ,"6,750","$1,688 ",$675 ,40%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Sprite,$0.20 ,"5,000","$1,000 ",$400 ,40%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Fanta,$0.25 ,"4,000","$1,000 ",$500 ,50%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Powerade,$0.30 ,"3,000",$900 ,$315 ,35%
,BevCo,1197831,04-04-2021,South,Tennessee,Knoxville,Dasani Water,$0.25 ,"5,750","$1,438 ",$791 ,55%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Coca-Cola,$0.15 ,"7,250","$1,088 ",$435 ,40%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Diet Coke,$0.25 ,"7,500","$1,875 ",$750 ,40%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Sprite,$0.20 ,"6,000","$1,200 ",$480 ,40%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Fanta,$0.30 ,"5,250","$1,575 ",$788 ,50%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Powerade,$0.45 ,"4,250","$1,913 ",$669 ,35%
,BevCo,1197831,04-05-2021,South,Tennessee,Knoxville,Dasani Water,$0.40 ,"7,750","$3,100 ","$1,705 ",55%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Coca-Cola,$0.40 ,"7,750","$3,100 ","$1,240 ",40%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Diet Coke,$0.45 ,"7,750","$3,488 ","$1,395 ",40%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Sprite,$0.40 ,"6,500","$2,600 ","$1,040 ",40%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Fanta,$0.40 ,"6,000","$2,400 ","$1,200 ",50%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Powerade,$0.45 ,"5,000","$2,250 ",$788 ,35%
,BevCo,1197831,03-06-2021,South,Tennessee,Knoxville,Dasani Water,$0.50 ,"8,750","$4,375 ","$2,406 ",55%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Coca-Cola,$0.40 ,"8,250","$3,300 ","$1,485 ",45%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Diet Coke,$0.45 ,"8,250","$3,713 ","$1,671 ",45%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Sprite,$0.40 ,"9,750","$3,900 ","$1,755 ",45%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Fanta,$0.40 ,"5,750","$2,300 ","$1,265 ",55%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Powerade,$0.45 ,"5,500","$2,475 ",$990 ,40%
,BevCo,1197831,05-07-2021,South,Tennessee,Knoxville,Dasani Water,$0.55 ,"8,250","$4,538 ","$2,723 ",60%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Coca-Cola,$0.45 ,"7,750","$3,488 ","$1,569 ",45%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Diet Coke,$0.55 ,"7,750","$4,263 ","$1,918 ",45%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Sprite,$0.50 ,"9,500","$4,750 ","$2,138 ",45%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Fanta,$0.45 ,"4,750","$2,138 ","$1,176 ",55%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Powerade,$0.50 ,"4,750","$2,375 ",$950 ,40%
,BevCo,1197831,07-08-2021,South,Tennessee,Knoxville,Dasani Water,$0.55 ,"7,250","$3,988 ","$2,393 ",60%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Coca-Cola,$0.50 ,"6,750","$3,375 ","$1,519 ",45%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Diet Coke,$0.50 ,"6,250","$3,125 ","$1,406 ",45%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Sprite,$0.55 ,"6,750","$3,713 ","$1,671 ",45%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Fanta,$0.55 ,"4,000","$2,200 ","$1,210 ",55%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Powerade,$0.50 ,"4,000","$2,000 ",$800 ,40%
,BevCo,1197831,04-09-2021,South,Tennessee,Knoxville,Dasani Water,$0.45 ,"6,250","$2,813 ","$1,688 ",60%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Coca-Cola,$0.35 ,"5,750","$2,013 ",$906 ,45%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Diet Coke,$0.35 ,"5,750","$2,013 ",$906 ,45%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Sprite,$0.40 ,"5,250","$2,100 ",$945 ,45%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Fanta,$0.40 ,"3,750","$1,500 ",$825 ,55%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Powerade,$0.35 ,"3,500","$1,225 ",$490 ,40%
,BevCo,1197831,03-10-2021,South,Tennessee,Knoxville,Dasani Water,$0.45 ,"5,250","$2,363 ","$1,418 ",60%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Coca-Cola,$0.30 ,"6,750","$2,025 ",$911 ,45%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Diet Coke,$0.30 ,"6,750","$2,025 ",$911 ,45%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Sprite,$0.55 ,"6,000","$3,300 ","$1,485 ",45%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Fanta,$0.55 ,"4,750","$2,613 ","$1,437 ",55%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Powerade,$0.55 ,"4,500","$2,475 ",$990 ,40%
,BevCo,1197831,04-11-2021,South,Tennessee,Knoxville,Dasani Water,$0.65 ,"6,500","$4,225 ","$2,535 ",60%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Coca-Cola,$0.55 ,"8,000","$4,400 ","$1,980 ",45%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Diet Coke,$0.55 ,"8,000","$4,400 ","$1,980 ",45%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Sprite,$0.60 ,"7,000","$4,200 ","$1,890 ",45%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Fanta,$0.60 ,"5,500","$3,300 ","$1,815 ",55%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Powerade,$0.55 ,"5,000","$2,750 ","$1,100 ",40%
,BevCo,1197831,03-12-2021,South,Tennessee,Knoxville,Dasani Water,$0.65 ,"7,500","$4,875 ","$2,925 ",60%
x,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.35 ,"4,250","$1,488 ",$595 ,40%
,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"2,250",$788 ,$276 ,35%
,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Sprite,$0.25 ,"2,250",$563 ,$197 ,35%
,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Fanta,$0.30 ,750,$225 ,$90 ,40%
,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,250",$563 ,$197 ,35%
,Sodapop,1185732,11-01-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"2,250",$788 ,$394 ,50%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.35 ,"4,750","$1,663 ",$665 ,40%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"1,250",$438 ,$153 ,35%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Sprite,$0.25 ,"1,750",$438 ,$153 ,35%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Fanta,$0.30 ,500,$150 ,$60 ,40%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,250",$563 ,$197 ,35%
,Sodapop,1185732,11-02-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"2,000",$700 ,$350 ,50%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,200","$1,680 ",$672 ,40%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"1,000",$400 ,$140 ,35%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Sprite,$0.30 ,"1,500",$450 ,$158 ,35%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Fanta,$0.35 ,0,$0 ,$0 ,40%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Powerade,$0.50 ,500,$250 ,$88 ,35%
,Sodapop,1185732,10-03-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.40 ,"1,500",$600 ,$300 ,50%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"3,750","$1,500 ",$600 ,40%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,750,$263 ,$92 ,35%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Sprite,$0.25 ,750,$188 ,$66 ,35%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Fanta,$0.30 ,0,$0 ,$0 ,40%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Powerade,$0.45 ,250,$113 ,$39 ,35%
,Sodapop,1185732,11-04-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.35 ,"1,500",$525 ,$263 ,50%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"4,200","$1,890 ",$756 ,40%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"1,250",$500 ,$175 ,35%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Sprite,$0.35 ,"1,000",$350 ,$123 ,35%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Fanta,$0.35 ,250,$88 ,$35 ,40%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Powerade,$0.50 ,500,$250 ,$88 ,35%
,Sodapop,1185732,12-05-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.55 ,"1,500",$825 ,$413 ,50%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,000","$1,600 ",$640 ,40%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"1,500",$525 ,$184 ,35%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Sprite,$0.30 ,"1,750",$525 ,$184 ,35%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Fanta,$0.30 ,"1,500",$450 ,$180 ,40%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,500",$675 ,$236 ,35%
,Sodapop,1185732,11-06-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.50 ,"3,250","$1,625 ",$813 ,50%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"5,500","$2,475 ",$990 ,40%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.40 ,"3,000","$1,200 ",$420 ,35%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Sprite,$0.35 ,"2,250",$788 ,$276 ,35%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Fanta,$0.35 ,"1,750",$613 ,$245 ,40%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Powerade,$0.45 ,"1,750",$788 ,$276 ,35%
,Sodapop,1185732,10-07-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.50 ,"3,500","$1,750 ",$875 ,50%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.45 ,"5,000","$2,250 ",$900 ,40%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.45 ,"2,750","$1,238 ",$433 ,35%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Sprite,$0.40 ,"2,000",$800 ,$280 ,35%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Fanta,$0.30 ,"1,250",$375 ,$150 ,40%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Powerade,$0.40 ,"1,000",$400 ,$140 ,35%
,Sodapop,1185732,11-08-2021,Midwest,Nebraska,Omaha,Dasani Water,$0.45 ,"2,750","$1,238 ",$619 ,50%
,Sodapop,1185732,12-09-2021,Midwest,Nebraska,Omaha,Coca-Cola,$0.40 ,"4,000","$1,600 ",$640 ,40%
,Sodapop,1185732,12-09-2021,Midwest,Nebraska,Omaha,Diet Coke,$0.35 ,"2,000",$700 ,$245 ,35%
,Sodapop,1185732,12-09-2021,Midwest,Nebraska,Omaha,Sprite,$0.20 ,"1,000",$200 ,$70 ,35%
,Sodapop,1185732,12-09-2021,Midwest,Nebraska,Omaha,Fanta,$0.20 ,750,$150 ,$60 ,40%
